Property Type,Status,Curr List Price,Street Name,Street Type,Zip,County,Area,Baths,Beds,SqFt,Fin SqFt,Total SqFt,PSF,PSF Fin,Car Storage,Spaces,Description,Bsmt Size,Bsmt SqFt,Upper Beds,Fireplaces,Type,Near By,Style,Construction,Roofing,Year Built,Elementary,Junior High,Senior High,School District,Zoned,Terms,Addl Terms,Earnest Ck To,Min Earnest,Possession,Exclusions,Buyers Agency,Trans Br,Var Comm,LTD Srvc,Exclusive Agency,Legal,Taxes,EW Direction,EW#,NS Direction,NS#,Heat,Sewer,Water,Acres,Lot Size,Curr DOM,Total DOM,Orig List Price,Name,Listing Office,Sold Price,Concession Amt,Seller Type,Entered By,Entered Where,Internet Ads,Photo Count,Latitude,Longitude
Res,S,275000,CEDARIDGE,Way,80129,DOUG,DHL,3,3,1315,1744,1744,209.89,158.26,"Garage,Attached",2,"Air Cond-Central,Ceiling Fan,Cable Installed,Covered Patio,Cook Top,Dbl Pane Wndw,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Fence,Loft,Microwave Oven,Media Room,Newer Carpet,Newer Paint,Pool Community,Patio,Refrigerator,Remodeled,Sprinkler,Washer",Full,429,3,0,Detach Singl Fam,,Two Story,Frame,Concrete Tile,1996,Saddle Ranch             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,GUARDIAN TITLE,2500,DOD,CURTAINS,2.8,2.8,No,No,Excl Right,LOT 45 HIGHLANDS RANCH #118-F. 0.130 AM/L,1784,East,1200,South,10056,"Forced Air, Gas",Public,Public,0.13,5662,11,11,275000,Alana Hankins,COLDWELL BANKER RESIDENTIAL 44,276000,0,Individual,CM,BO,Yes,19,39.533547,-105.00492
Res,S,259500,BURBERRY,Way,80129,DOUG,DHL,3,3,1409,1669,1929,186.66,157.58,"Garage,Attached",2,"Air Cond-Central,Ceiling Fan,Cable Installed,Dbl Pane Wndw,Dog Run,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Fence,Five Piece Bath,Garage Dr,High Spd Access,Mstr Bathroom,Microwave Oven,Newer Paint,Pool Community,Patio,Quick Poss,Refrigerator,Smoke Alarm,Self-Clean Oven,Sprinkler,Stove/Range/Ovn,Updated,Vaulted Ceiling,View Mountains,Washer,Wndw Cover,Walk-In Closets",Partial,520,3,0,Detach Singl Fam,,Two Story,Frame/Brick,Composition,1997,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,American Title,3000,72 hours after delivery of deed,personal belongings,2.8,2.8,No,No,Excl Right,LOT 151 HIGHLANDS RANCH #121-C. 0.139 AM/L,1822,Out of Metro,0,Out of Metro,0,"Forced Air, Gas",Public,Public,0.13,5662,2,2,259500,MARK BRAUTIGAM,ALPINE REAL ESTATE,263000,850,Individual,MB,BO,Yes,25,39.540166,-104.995
Res,S,299000,WHITE OAK,St,80129,DOUG,DHL,4,4,1501,1801,1935,194.54,162.13,"Garage,Attached",2,"Air Cond-Central,Ceiling Fan,Cable Installed,Cul-De-Sac,Dbl Pane Wndw,Deck,Disposal,Dishwasher,Eating Sp/Kit,Fence,Kitchen Island,Mstr Bathroom,Microwave Oven,Quick Poss,Refrigerator,Smoke Alarm,Skylights,Sprinkler,Stove/Range/Ovn,Sump Pump,Tile Floor,Utility Shed,Vaulted Ceiling,Wood Floors,Walk-In Closets",Partial,434,3,1,Detach Singl Fam,,Tri-Lvl w/Bsmt,Frame,Composition,1995,Coyote Creek             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Heritage Title Company,3000,At Delivery of Deed,None,2.8,2.8,No,No,Excl Agency,LOT 103 HIGHLANDS RANCH 110G .126 AM/L,1811,West,2400,South,10000,"Forced Air, Gas",,Public,0.174,5489,54,54,319000,LISE LEBLANC,BRC  REAL ESTATE,292000,0,Individual,ll,BO,Yes,25,39.530402,-105.021773
Res,A,269900,SYLVESTOR,Trl,80129,DOUG,DHL,3,3,1473,1473,1908,183.23,183.23,Garage,2,"Air Cond-Central,Cable Available,Ceiling Fan,Corner,Dbl Pane Wndw,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Garage Dr,High Spd Access,Jack & Jill Bath,Mstr Bathroom,Microwave Oven,Newer Carpet,Newer Paint,Quick Poss,Refrigerator,Remodeled,Self-Clean Oven,Sprinkler,Vaulted Ceiling,Wood Floors,W/W Carpet",Partial,435,3,1,Detach Singl Fam,,Two Story,Frame,Composition,1998,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Land Title,2500,Immediately after deliver of deed,None,2.5,2.5,No,No,Excl Right,LOT 209 HIGHLANDS RANCH #121-C. 0.121 AM/L,1860,Out of Metro,0,Out of Metro,0,Forced Air,Public,Public,0.174,5271,50,50,290000,MICHELLE ACKERMAN,REDFIN CORPORATION,336807.13,1610.790419,Individual,RT,BO,Yes,25,39.539516,-104.997789
Res,S,309900,WOODROSE,Ln,80129,DOUG,DHL,3,4,1687,2387,2387,186.72,131.96,"Garage,Attached",2,"Air Cond-Central,Burglar Alarm,Cable Installed,Deck,Dishwasher,Eating Sp/Kit,Fence,Golf Community,Gas Logs,Great Room,High Spd Access,Kitchen Island,Landscaped Pro,Mstr Bathroom,Microwave Oven,Newer Carpet,Newer Paint,Pool Community,Quick Poss,Refrigerator,Remodeled,Self-Clean Oven,Satellite Ant,Smoke Free,Sprinkler,Stove/Range/Ovn,Sump Pump,Tile Floor,Updated,Wndw Cover,Wood Floors,Walk-In Closets,W/W Carpet",Partial,700,3,1,Detach Singl Fam,,Two Story,Frame/Brick,Composition,1996,Coyote Creek             ,Ranch View               ,Thunderridge             ,DOR1,Res,"Conventional,FHA,VA,Cash",,RE/MAX Professionals,5000,Upon Closing and DOD,Washer & dryer,2.8,2.8,No,No,Excl Right,LOT 198 HIGHLANDS RANCH #110-I 0.129 AM/L,1983,West,2700,South,10311,"Forced Air, Gas",Public,Public,0.12,5227,1,1,309900,KRISTI SAMUELSON,RE/MAX PROFESSIONALS,315000,200,Individual,JA,BO,Yes,20,39.528524,-105.020092
Res,S,300000,CHADWICK,Cir,80129,DOUG,DHL,3,3,1409,1877,1929,213.27,160.1,"Garage,Attached",2,"Air Cond-Central,Buyer's Warranty,Cable Installed,Dishwasher,Eating Sp/Kit,Fence,Refrigerator,View Mountains",Partial,520,3,1,Detach Singl Fam,,Two Story,Frame,Composition,1997,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Guardian Title,3000,at closing,"washer/dryer, baby room shelving, window covs in bedrooms master bath, master bed ligh",2.8,2.8,No,No,Excl Agency,LOT 241 HIGHLANDS RANCH # 121-C 0.127 AM/L,1902,West,800,South,9900,Forced Air,Public,Public,0.12,5227,2,2,300000,ZOE MACAULAY,COLDWELL BANKER RESIDENTIAL 26,300500,0,Individual,TK,BO,Yes,18,39.538717,-104.99669
Res,S,300000,WILLOWICK,Cir,80129,DOUG,DHL,3,3,1409,1879,1929,212.92,159.66,"Garage,Attached",2,"Air Cond-Central,Backs to Greenbt,Ceiling Fan,Cable Installed,Dbl Pane Wndw,Deck,Disposal,Formal Dining,Five Piece Bath,Gas Logs,High Spd Access,Microwave Oven,Master Suite,Newer Carpet,Smoke Alarm,Sprinkler,Stove/Range/Ovn,Wndw Cover,Wood Floors,Walk-In Closets",Full,520,3,1,Detach Singl Fam,,Two Story,Frame,Composition,1996,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,RE/MAX PROFESSIONALS,3000,48 HOURS AFTER DOD/FUNDING,"REFRIGERATOR, WASHER/DRYER NEGOTIABLE",2.8,2.8,No,No,Excl Right,LOT 123 HIGHLANDS RANCH #121-C. 0.126 AM/L,1826,West,800,South,9900,"Forced Air, Gas",Public,Public,0.12,5227,3,3,300000,Kelly Nichols,RE/MAX PROFESSIONALS,300000,750,Relo Co,KC,BO,Yes,25,39.540645,-104.992694
Res,S,289900,POPPY,Pl,80129,DOUG,DHL,3,3,1409,1940,1999,211.28,153.45,"Garage,Attached",2,"Air Cond-Central,Cable Available,Dbl Pane Wndw,Disposal,Dishwasher,Eating Sp/Kit,Garage Dr,Mstr Bathroom,Microwave Oven,Newer Paint,Patio,Refrigerator,Remodeled,Stove/Range/Ovn,Updated,Vaulted Ceiling,View Mountains,Wndw Cover,Walk-In Closets,W/W Carpet",Partial,590,3,0,Detach Singl Fam,,Two Story,Frame,Composition,1997,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Colorado Western Title,3000,After DOD & Funding,"Washer, Dryer, All Curtain Hardware, Rods & Drapes",2.8,2.8,No,No,Excl Right,LOT 73 HIGHLANDS RANCH # 121-C. 0.126 AM/L,1801,West,700,South,9900,"Forced Air, Gas",Public,Public,0.12,5227,6,6,289900,ANGELA FOX,THE BERKSHIRE GROUP,297700,0,Individual,jm,BO,Yes,25,39.538197,-104.996157
Res,S,285000,STELLARS JAY,Dr,80129,DOUG,DHL,3,3,1452,1872,1872,200.76,155.72,"Garage,Attached",2,"Air Cond-Central,Cable Available,Ceiling Fan,Cable Installed,Dbl Pane Wndw,Deck,Disposal,Dishwasher,Eating Sp/Kit,Fence,Five Piece Bath,Garage Dr,Kitchen Island,Mstr Bathroom,Microwave Oven,Quick Poss,Refrigerator,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Stove/Range/Ovn,Sump Pump,Updated,Wndw Cover,Wood Floors",Partial,420,3,1,Detach Singl Fam,,Two Story,Frame,Composition,1998,Saddle Ranch             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Heritage Title,4000,72 hours after DOD,Washer/ Dryer,2.8,2.8,No,No,Excl Right,LOT 289 HIGHLANDS RANCH #118G. 0.120 AM/L,1759,West,400,South,10000,"Forced Air, Gas",,Public,0.12,5227,1,1,285000,PAUL DESALVO,"FIREHOUSE HOMES,LLC",291500,0,Individual,PD,BO,Yes,10,39.529461,-104.99158
Res,S,280000,TIMBERVALE,Trl,80129,DOUG,DHL,3,3,1413,1413,1983,196.74,196.74,"Garage,Attached",2,"Air Cond-Central,Cable Available,Ceiling Fan,Cook Top,Dbl Pane Wndw,Dryer,Disposal,Dishwasher,Fence,Garage Dr,Gas Logs,Loft,Mstr Bathroom,Microwave Oven,Master Suite,Newer Paint,Park Addl Off St,Patio,Refrigerator,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Tile Floor,Vaulted Ceiling,Washer,Wndw Cover,Wood Floors,W/W Carpet",Full,570,3,1,Detach Singl Fam,,Two Story,Frame,Composition,1997,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,chicago title,3000,3 days after dod,none,2.8,2.8,No,No,Excl Right,LOT 222 HIGHLANDS RANCH #121-C. 0.127 AM/L,1812,West,539,South,9700,"Forced Air, Gas",Public,Public,0.12,5227,0,0,280000,Matthew Sadler,KELLER WILLIAMS DENVER CENTRAL,278000,0,Individual,MS,BO,Yes,21,39.53994,-104.996207
Res,S,275000,BURBERRY,Way,80129,DOUG,DHL,3,3,1409,1409,1999,195.88,195.88,"Garage,Attached",2,"Air Cond-Central,Dbl Pane Wndw,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Five Piece Bath,Garage Dr,Landscaped Pro,Mstr Bathroom,Pool Community,Patio,Refrigerator,Sprinkler,Stove/Range/Ovn,Vaulted Ceiling,Washer,Wndw Cover,Wood Floors,Walk-In Closets,W/W Carpet",Partial,590,3,1,Detach Singl Fam,,Two Story,Frame,Composition,1998,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA",,"RE/MAX SOUTHEAST, INC.",2000,"DOD AFTER OCTOBER 5, 2013",PERSONAL PROPERTY,2.8,2.8,No,No,Excl Agency,LOT 57 HIGHLANDS RANCH # 121-C 0.128 AM/L,1890,West,1000,South,9862,"Forced Air, Gas",Public,Public,0.174,5227,6,6,275000,ELAINE LAIRD,RE/MAX SOUTHEAST INC,276000,3400,Individual,EL,BO,Yes,9,39.537214,-104.997922
Res,S,269900,RIDDLEWOOD,Ln,80129,DOUG,DHL,2,3,1405,1405,1825,191.46,191.46,"Garage,Attached",2,"Air Cond-Central,Cable Available,Ceiling Fan,Cul-De-Sac,Dbl Pane Wndw,Disposal,Dishwasher,Eating Sp/Kit,Garage Dr,High Spd Access,Kitchen Island,Mstr Bathroom,Microwave Oven,Newer Carpet,Quick Poss,Refrigerator,Smoke Alarm,Smoke Free,Sprinkler,Stove/Range/Ovn,Sump Pump,Tile Floor,View Mountains,Wndw Cover,Wood Floors,Walk-In Closets,W/W Carpet",Partial,420,3,1,Detach Singl Fam,,Tri-Lvl w/Bsmt,Frame,Composition,1999,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Land Title,3000,At closing/Delivery of Deed,washer & dryer,2.8,2.8,No,No,Excl Right,LOT 132 HIGHLANDS RANCH #121-B. 0.120 AM/L,1743,West,800,South,9900,"Forced Air, Gas",Public,Public,0.174,5227,6,6,269900,TARA SIMMONS,INNOVATIVE REAL ESTATE,269000,3990,Individual,jm,BO,Yes,25,39.538497,-104.999674
Res,S,262900,TIMBERVALE,Trl,80129,DOUG,DHL,2,3,1387,1387,1807,193.22,193.22,"Garage,Attached",2,"Air Cond-Central,Cable Available,Ceiling Fan,Dbl Pane Wndw,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Fence,Garage Dr,Great Room,Kitchen Island,Landscaped Pro,Mstr Bathroom,Microwave Oven,Newer Carpet,Newer Paint,Patio,Refrigerator,Smoke Alarm,Smoke Free,Sprinkler,Stove/Range/Ovn,Vaulted Ceiling,Washer,Wood Floors",Partial,420,3,1,Detach Singl Fam,,Tri-Lvl w/Bsmt,Frame/Brick,Composition,1999,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,LAND TITLE GUARANTEE CO,3000,TBD,SELLER'S PERSONAL PROPERTY,2.8,2.8,No,No,Excl Right,LOT 145 HIGHLANDS RANCH #121-B0.120 AM/L,1802,West,900,South,0,"Forced Air, Gas",Public,Public,0.12,5227,7,7,269900,JASON REYNOLDS,BRC  REAL ESTATE,268000,4000,Individual,JR,BO,Yes,18,39.538703,-104.999888
Res,U,289500,STELLARS JAY,Dr,80129,DOUG,DHL,3,3,1452,1856,1872,199.38,155.98,"Garage,Attached",2,"Air Cond-Central,Ceiling Fan,Covered Patio,Dbl Pane Wndw,Deck,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Fence,Garage Dr,Kitchen Island,Landscaped Pro,Microwave Oven,Newer Paint,Pool Community,Patio,Refrigerator,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Stove/Range/Ovn,Tenant Occupied,Updated,Washer,Wndw Cover,Wood Floors,Walk-In Closets,Water Softener,W/W Carpet",Partial,420,3,1,Detach Singl Fam,,Tri-Lvl w/Bsmt,Frame/Brick,Composition,1999,Saddle Ranch             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,LAND TITLE,4490.89,UPON DELIVERY OF DEED,NONE,2.8,2.8,No,No,Excl Right,LOT 318 HIGHLANDS RANCH #118G. 0.120 AM/L,1867,West,769,South,10000,"Forced Air, Gas",Public,Public,0.12,5227,32,32,320000,Brook Willardsen,Cherry Creek Properties LLC,336807.13,1610.790419,Individual,BW,BO,Yes,12,39.529866,-104.992066
Res,U,259900,HYACINTH,St,80129,DOUG,DHL,2,4,1387,1637,1837,187.38,158.77,"Garage,Attached",2,"Air Cond-Central,Dbl Pane Wndw,Deck,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Garage Dr,Kitchen Island,Mstr Bathroom,Pool Community,Refrigerator,Smoke Alarm,Smoke Free,Vaulted Ceiling,Wndw Cover,Wood Floors,Walk-In Closets,W/W Carpet",Partial,450,3,1,Detach Singl Fam,,Tri-Lvl w/Bsmt,Frame,Composition,1994,Coyote Creek             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,REMAX UNLIMITED INC,3000,72 HRS FROM DOD,"WASHER AND DRYER, SECURITY SYSTEM",2.8,2.8,No,No,Excl Right,LOT 131 HIGHLANDS RANCH 110F .12 AM/L,1614,West,2300,South,10000,"Forced Air, Gas",Public,Public,0.12,5227,34,34,270000,TROY HANSFORD,RE/MAX UNLIMITED INC,336807.13,1610.790419,Individual,sh,BO,Yes,14,39.524929,-105.016868
Res,S,305000,Woodrose,Ln,80129,DOUG,DHL,4,4,1489,2189,2241,204.84,139.33,"Garage,Attached",2,"Air Cond-Central,Backs to Greenbt,Balcony,Backs to Open Sp,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Fence,Fireplace Insert,Garage Dr,Great Room,Mstr Bathroom,Microwave Oven,Master Suite,Quick Poss,Refrigerator,Remodeled,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Tile Floor,Updated,View Mountains,Washer,Wet Bar,Wood Floors,Walk-In Closets",,752,3,1,Detach Singl Fam,,Two Story,Frame,Composition,1997,Coyote Creek             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Fidelity National Title Company,2500,Upon Delivery of Deed and Buyer Loan Funding,"Washer/Dryer, Seller's personal property and staging items.",2.8,2.8,No,No,Excl Agency,LOT 177 HIGHLANDS RANCH #110-I 0.115 AM/L,2028,West,2800,South,10360,"Forced Air, Gas",Public,Public,0.174,5009,3,3,284900,JOSEPH PHILLIPS,SYNERGY REAL ESTATE TEAM,305000,0,Individual,JP,BO,Yes,24,39.52893829,-105.0178986
Res,S,294500,WOODROSE,Ln,80129,DOUG,DHL,3,3,1686,1686,2434,174.67,174.67,"Garage,Attached",2,"Air Cond-Central,Backs to Open Sp,Ceiling Fan,Cable Installed,Dbl Pane Wndw,Deck,Disposal,Dishwasher,Eating Sp/Kit,Fence,Garage Dr,High Spd Access,Kitchen Island,Mstr Bathroom,Microwave Oven,Newer Paint,Pool Community,Refrigerator,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Stove/Range/Ovn,Updated,View Mountains,Wood Floors",Partial,748,3,1,Detach Singl Fam,,Two Story,Frame/Brick,Composition,1997,Coyote Creek             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Chicago Title,3000,3 Days Following DOD & Funding,"personal property, washer, dryer, TV mounts, window valances, induction stove",2.8,2.8,Yes,No,Excl Right,LOT 178 HIGHLANDS RANCH # 110-I 0.115 AM/L,1937,West,2800,South,10356,"Forced Air, Gas",Public,Public,0.11,4792,64,64,300000,TONY WEANT,MB DELUX TEAM REALTY INC,294500,0,Individual,TW,BO,Yes,25,39.52895,-105.01809
Res,S,295000,SPRING WATER,Way,80129,DOUG,DHL,4,4,1655,2300,2315,174.62,125.65,"Garage,Attached,Off Street",2,"Air Cond-Central,Ceiling Fan,Cul-De-Sac,Dbl Pane Wndw,Deck,Disposal,Dishwasher,Formal Dining,Fence,Garage Dr,Kitchen Island,Mstr Bathroom,Microwave Oven,Newer Paint,Quick Poss,Refrigerator,Sprinkler,Wndw Cover,Walk-In Closets,W/W Carpet",Full,660,3,1,Detach Singl Fam,,Two Story,Frame,Concrete Tile,1995,Coyote Creek             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Land Title,3000,neg,Call Listing agent,2.8,2.8,No,No,Excl Right,LOT 267 HIGHLANDS RANCH #110J .115 AM/L,2113,Out of Metro,0,Out of Metro,0,"Forced Air, Gas",Public,Public,0.174,4792,4,4,295000,Brian Lee Burke,KENNA  REAL ESTATE,289000,0,Individual,bb,BO,Yes,20,39.52920914,-105.0070648
Res,S,305000,MULBERRY,Ln,80129,DOUG,DHL,3,4,1479,1890,1914,211.29,165.34,"Garage,Attached",2,"Air Cond-Central,Ceiling Fan,Cable Installed,Dbl Pane Wndw,Disposal,Dishwasher,Eating Sp/Kit,Fence,Five Piece Bath,Gas Logs,High Spd Access,Mstr Bathroom,Microwave Oven,Master Suite,Newer Paint,Park Addl Off St,Pool Community,Refrigerator,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Stove/Range/Ovn,Updated,Vaulted Ceiling,View Mountains,Wndw Cover,Wood Floors,Walk-In Closets",Partial,435,3,1,Detach Singl Fam,,Tri-Lvl w/Bsmt,Frame/Brick,Composition,1998,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,LAND TITLE,3500,,Sellers personal property,2.8,2.8,No,No,Excl Right,LOT 318 HIGHLANDS RANCH #121-B. 0.119 AM/L,1935,West,1000,South,9700,"Forced Air, Gas",Public,Public,0.11,4791,28,28,305000,Ryan Anderson,KELLER WILLIAMS DTC,312500,0,Individual,DS,BO,Yes,23,39.540718,-105.001639
Res,S,307000,DEER CREEK,St,80129,DOUG,DHL,4,4,1651,2469,2508,184.74,123.53,"Garage,Attached",2,"Air Cond-Central,Backs to Open Sp,Cable Available,Ceiling Fan,Dbl Pane Wndw,Deck,Disposal,Dishwasher,Eating Sp/Kit,Fence,Five Piece Bath,Garage Dr,Kitchen Island,Mstr Bathroom,Microwave Oven,Newer Paint,Patio,Refrigerator,Smoke Alarm,Self-Clean Oven,Satellite Ant,Sprinkler,Stove/Range/Ovn,Sump Pump,Vaulted Ceiling,View Mountains,Wndw Cover,Wood Floors,Walk-In Closets",Full,857,3,1,Detach Singl Fam,,Two Story,Frame,Composition,1993,Trailblazer              ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,American Title Services,3000,Negotiable,Washer/Dryer,2.5,2.5,No,No,Excl Agency,LOT 35 HIGHLANDS RANCH #102A .11 AM/L,2089,West,2600,South,10100,"Forced Air, Gas",,Public,0.11,4791,19,19,307000,Ashley Urbanik,YOUR CASTLE SERVICES,305000,1000,Individual,AU,BO,Yes,22,39.53520966,-105.0231705
Res,S,300000,MULBERRY,Ln,80129,DOUG,DHL,4,3,1587,1937,1965,189.04,154.88,"Garage,Attached",2,"Air Cond-Central,Dishwasher,Gas Logs,Hot Tub,Quick Poss",Partial,378,3,1,Detach Singl Fam,,Tri-Lvl w/Bsmt,Frame,Composition,1999,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,Conventional,,HERITAGE TITLE COMPANY,2000,Immediately upon successful closing,none,2.8,2.8,No,No,Excl Right,LOT 280 HIGHLANDS RANCH 121B 0.114 AM/L,2112,West,1244,South,9500,"Forced Air, Gas",Public,Public,0.11,4791,18,18,300000,JACQUELINE GOFSTEIN,CHERRY CREEK MEADOWS BRKR LTD,300000,5000,Individual,jg,BO,Yes,17,39.538359,-105.002657
Res,S,287000,BURBERRY,Way,80129,DOUG,DHL,3,3,1409,1409,1999,205.82,205.82,Garage,2,"Air Cond-Central,Cable Available,Deck,Disposal,Dishwasher,Mstr Bathroom,Microwave Oven,Master Suite,Refrigerator,Sprinkler,Wood Floors",Full,590,3,1,Detach Singl Fam,,Two Story,Frame,Composition,1997,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Trinity Title,2000,DOD,water filter and fridges in garage,2.8,2.8,No,Yes,Excl Right,LOT 106 HIGHLANDS RANCH # 121-C. 0.115 AM/L,1819,West,500,South,9600,"Forced Air, Gas",Public,Public,0.11,4791,4,4,287000,JAY T SANDSTROM,VISION REAL ESTATE LLC,290000,3000,Individual,js,BO,Yes,25,39.540201,-104.994244
Res,S,284973,SILVERBERRY,Cir,80129,DOUG,DHL,3,3,1587,1587,1965,179.58,179.58,"Garage,Attached",2,"Ceiling Fan,Dishwasher,Eating Sp/Kit,Fence,Garage Dr,Mstr Bathroom,Microwave Oven,Master Suite,Newer Carpet,Newer Paint,Patio,Quick Poss,Refrigerator,Remodeled,Stove/Range/Ovn,Updated,Wood Floors",Partial,378,3,1,Detach Singl Fam,,Tri-Lvl w/Bsmt,Frame,Composition,1997,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,LAND TITLE,3000,DAY AFTER CLOSING,ANY STAGING ITEMS,2.8,2.8,No,No,Excl Right,LOT 159 HIGHLANDS RANCH #121-B. 0.117 AM/L,1831,West,800,South,9900,"Forced Air, Gas",Public,Public,0.11,4791,1,1,284973,HADLEY ANNE OTT,HOTHEM & ASSOCIATES,285000,0,Corp/Trust,HO,BO,Yes,24,39.539467,-105.000056
Res,S,288000,BRIARHOLLOW,Ln,80129,DOUG,DHL,3,3,1469,1469,1949,192.65,192.65,"Garage,Attached",2,"Air Cond-Central,Burglar Alarm,Ceiling Fan,Cable Installed,Dbl Pane Wndw,Deck,Dog Run,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Fence,Garage Dr,High Spd Access,Kitchen Island,Landscaped Pro,Mstr Bathroom,Microwave Oven,Master Suite,Newer Paint,Pool Community,Quick Poss,Refrigerator,Smoke Alarm,Self-Clean Oven,Sprinkler,Stove/Range/Ovn,Tennis Court,Tile Floor,Vaulted Ceiling,Washer,Wndw Cover,Wood Floors,Walk-In Closets",Partial,480,3,0,Detach Singl Fam,,Two Story,Frame,Concrete Tile,1996,Saddle Ranch             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Guardian Title,2500,DOD,Freezer in garage. Trampoline in back yard. Playhouse in back yard.,2.8,2.8,No,No,Excl Right,LOT 143 HIGHLANDS RANCH #118-F. 0.117 AM/L,1816,West,0,Out of Metro,0,"Forced Air, Gas",Public,Public,0.174,4791,10,10,292900,CATHY PARMER,COLDWELL BANKER RESIDENTIAL 56,283000,0,Individual,CP,BO,Yes,22,39.532918,-105.004755
Res,S,284900,SPOTTED OWL,Way,80129,DOUG,DHL,3,3,1483,1483,1915,189.48,189.48,Garage,2,"Air Cond-Central,Agent Owner,Cable Available,Ceiling Fan,Cable Installed,Covered Patio,Cul-De-Sac,Deck,Disposal,Dishwasher,Fence,Five Piece Bath,Garden Area,Garage Dr,Mstr Bathroom,Microwave Oven,Master Suite,Newer Paint,Quick Poss,Smoke Alarm,Sprinkler,Utility Shed,Vaulted Ceiling,Wood Floors",Partial,432,3,1,Detach Singl Fam,,Two Story,Frame,Composition,1996,Saddle Ranch             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,FIRST INTEGRITY TITLE AGENCY,3000,2 Days after Closing and Funding,NEGOTIABLE,2.8,2.8,No,No,Excl Right,LOT 62 HIGHLANDS RANCH # 118-B 0.112 AM/L,1881,West,5678,South,1234,"Forced Air, Gas",Public,Public,0.11,4791,4,4,284900,EVAN POPE,KELLER WILLIAMS REALTY SUCCESS,281000,0,Individual,EP,BO,Yes,24,39.531149,-105.004764
