Property Type,Status,Street Name,Street Type,County,Area,Car Storage,Description,Bsmt Size,Type,Near By,Style,Construction,Roofing,Elementary,Junior High,Senior High,School District,Zoned,Terms,Addl Terms,Earnest Ck To,Possession,Exclusions,Var Comm,LTD Srvc,Exclusive Agency,Legal,EW Direction,NS Direction,Heat,Sewer,Water,Name,Listing Office,Seller Type,Entered By,Entered Where,Internet Ads,Photo Count,Latitude,Longitude,Baths,Beds,SqFt,Fin SqFt,Total SqFt,PSF,PSF Fin,Zip,Spaces,Bsmt SqFt,Upper Beds,Fireplaces,Year Built,Min Earnest,Buyers Agency,Trans Br,Taxes,EW#,Acres,Lot Size,Curr DOM,Total DOM,NS#,Concession Amt,Curr List Price
Res,A,COORS,Dr,JEFF,JSC,"Garage,Attached,Oversized","Air Cond-Central,Cable Available,Ceiling Fan,Cable Installed,Covered Patio,Cook Top,Cul-De-Sac,Deck,Double Oven,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Five Piece Bath,Garage Dr,Gas Logs,Handicap,High Spd Access,Kitchen Island,Landscaped Pro,Mstr Bathroom,Microwave Oven,Master Suite,Newer Carpet,Newer Paint,Pet Free,Smoke Alarm,Smoke Free,Sprinkler,Sump Pump,Tile Floor,View City,Vaulted Ceiling",,Detach Singl Fam,,Ranch/1 Story,,Composition,Foothills                ,Dunstan                  ,Green Mountain           ,JER1,2-R,"Conventional,VA,Cash",,COLORADO ESCROW & TITLE,NEGOT,"REFRIGERATORS (2), FREEZER, CABS IN GARAGE, KLIN/EXHAUST FAN/STEAMER BOARD IN BSMT",No,No,Excl Right,GREEN MOUNTAIN FLG # 5 LOT: 0092,West,South,"Forced Air, Gas",Public,Public,WILLIAM LEEPER,Keller Williams DTC,Individual,mw,BO,Yes,25,39.698441,-105.154553,4,4,3041,5600,6082,263.07,142.86,80228,3,3041,,1,2004,10000,2.5,2.5,5006,14000,0.34,14980,145,145,1000,,800000
Res,S,EXPOSITION,Dr,JEFF,JSC,"Garage,Attached","Attic Fan,Cable Available,Ceiling Fan,Covered Patio,Deck,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Garage Dr,Hot Tub,Kitchen Island,Pet Free,Patio,Refrigerator,RV Parking,Smoke Alarm,Satellite Ant,Smoke Free,Sprinkler,Stove/Range/Ovn,Tile Floor,View City,Vaulted Ceiling,View Mountains,Washer,Wndw Cover,Walk-In Closets,W/W Carpet",Full,Detach Singl Fam,,Two Story,,Composition,Foothills                ,Dunstan                  ,Green Mountain           ,JER1,2-R,"Conventional,Cash",,"RE/MAX 100, Inc.",Funding and DOD,"Pool Table, Tool Box in garage and Personal Belongings",No,No,Excl Agency,GREEN MOUNTAIN FLG # 8 LOT: 0020,West,South,Baseboard,Public,Public,RAMONA RIOS,RE/MAX 100 INC.,Estate,RR,BO,Yes,25,39.705028,-105.15735,4,4,2844,4329,4329,145.04,95.29,80228,3,1485,3,1,1981,7500,2.8,2.8,3609,14000,0.34,14981,18,18,300,0,465000
Res,U,CENTER,Dr,JEFF,JSC,"Garage,Detached","Burglar Alarm,Cable Available,Ceiling Fan,Cable Installed,Corner,Covered Patio,Cook Top,Dryer,Disposal,Dishwasher,Evap Cooler,Eating Sp/Kit,Formal Dining,Fence,Freezer,Garden Area,Garage Dr,Mstr Bathroom,Microwave Oven,Media Room,Pet Free,Patio,Refrigerator,Smoke Alarm,Sprinkler,Stove/Range/Ovn,Sump Pump,Tile Floor,Utility Shed,Washer,Wet Bar,Wndw Cover,W/W Carpet",Partial,Detach Singl Fam,,Ranch/1 Story,Frame/Brick,Wood Shingles,Foothills                ,Dunstan                  ,Green Mountain           ,JER1,2-R,"Conventional,FHA,VA,Cash",,Heritge Title,Negotiable,Personal Property,No,No,Excl Right,GREEN MOUNTAIN FLG # 8 LOT: 0011 LOT: 0012,West,South,"Forced Air, Gas",Public,Public,JEREMY KENDALL,MB REYNEBEAU & CO,Individual,jk,BO,Yes,21,39.706556,-105.159107,3,3,2188,3185,3203,173.67,119.31,80228,2,1015,,2,1970,6000,2.8,2.8,2236,14178,0.34,15000,56,56,700,,380000
Res,S,QUEEN,Way,JEFF,JSC,"Garage,Attached,Off Street,Oversized","Air Cond-Central,Attic Fan,Cable Available,Ceiling Fan,Cable Installed,Cook Top,Double Oven,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Fireplace Insert,Freezer,Five Piece Bath,Garden Area,Garage Dr,Gas Logs,Great Room,Handicap,High Spd Access,Hot Tub,Jet Action Tub,Landscaped Pro,Mstr Bathroom,Media Room,Master Suite,Newer Carpet,Patio,Quick Poss,Refrigerator,Remodeled,Smoke Alarm,Self-Clean Oven",Partial,Detach Singl Fam,,Ranch/1 Story,Brick,,Kendrick Lakes           ,Dunstan                  ,Green Mountain           ,JER1,R-1B,"Conventional,FHA,VA,Cash",,Heritage,at close,Some storage cabinets in garage,No,Yes,Excl Right,LOCHWOOD FLG # 8 EXEMPTION 1 BLK: 00A,East,South,"Forced Air, Gas",Public,Public,Carrie Hill,ROCKY MOUNTAIN REAL ESTATE INC,Individual,ch,BO,Yes,13,39.682518,-105.12634,4,4,2198,3142,3192,194.27,135.9,80232,3,994,,2,1973,4500,2.8,2.8,2552,0,0.42,16338,6,6,0,5000,439900
Res,S,CEDAR,Pl,JEFF,JFW,"Garage,Attached","Air Cond-Central,Attic Fan,Burglar Alarm,Cable Available,Cook Top,Cul-De-Sac,Dbl Pane Wndw,Disposal,Dishwasher,Elec Air Filter,Eating Sp/Kit,Formal Dining,Fireplace Insert,Garden Area,Garage Dr,Great Room,High Spd Access,Humidifier,Landscaped Pro,Mstr Bathroom,Microwave Oven,Newer Paint,Patio,Smoke Free,Stove/Range/Ovn,Updated,Utility Shed,View Mountains,Wndw Cover,Wood Floors,Walk-In Closets,Work Shop,Water Softener,W/W Carpet",Full,Detach Singl Fam,,Two Story,Brick,Composition,Kyffin                   ,Bell                     ,Golden                   ,JER1,PD,"Conventional,FHA,VA,Cash",,"Re/Max 100, Inc.",48 hrs after close unless vacant @ closing,Storage Shelves in garage Washer/Dryer nego.,No,No,Excl Right,SIXTH AVE WEST 4TH FLG BLK: 059 LOT: 0011,West,South,"Forced Air, Gas",Public,Public,TAMMY DEITZ,"RE/MAX 100, INC.",Individual,cs,BO,Yes,25,39.712541,-105.160025,3,4,2355,3012,3252,179.19,140.11,80401,3,897,4,1,1977,5000,2.8,2.8,3153,14370,0.38,16514,74,74,200,4000,423777
Res,S,RUSSELL,Ct,JEFF,JFW,"Garage,Attached,Oversized","Air Cond-Central,Ceiling Fan,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Garage Dr,Gas Logs,Newer Paint,Refrigerator,Smoke Alarm,Stove/Range/Ovn,Vaulted Ceiling,View Mountains,Washer",Full,Detach Singl Fam,,Two Story,Frame/Brick,,Kyffin                   ,Bell                     ,Golden                   ,JER1,PD,"Conventional,Cash",,"Re/Max 100, Inc.",upon closing,none,No,No,Excl Right,Lot 65 Block 1 Sixth Ave West Estates 11th Flg (or Adj 2),West,South,"Forced Air, Gas",Public,Public,Jim Weichselbaum,"RE/MAX 100, INC.",Relo Co,LP,BO,Yes,15,39.716507,-105.188519,4,4,3030,3030,4647,156.77,156.77,80401,3,1617,4,2,1996,10000,2.8,2.8,3784,16400,0.38,16727,7,7,5,1500,475000
Res,S,Eldridge,Way,JEFF,JFW,"Garage,Attached","Air Cond-Central,Attic Fan,Backs to Greenbt,Cable Installed,No Covenants,Cook Top,Central Vacuum,Dog Run,Dryer,Elec Air Filter,Formal Dining,Fence,Garden Area,Humidifier,Landscaped Pro,Mstr Bathroom,Microwave Oven,Pool,Patio,Refrigerator,Smoke Free,Solar/Hot Wtr,Skylights,Sprinkler,Sun Room,Stove/Range/Ovn,Tile Floor,Vaulted Ceiling,View Mountains,Washer,Wndw Cover,Wood Floors,Walk-In Closets,W/W Carpet",Full,Detach Singl Fam,,Ranch/1 Story,Frame,Composition,Kyffin                   ,Bell                     ,Golden                   ,JER1,PD,"Conventional,Cash",,Ascendant Title,At Closing and Funding,None,Yes,No,Excl Right,SIXTH AVE WEST 4TH FLG BLK: 055 LOT: 0002,West,South,"Forced Air, Solar",Public,Public,JIM SMITH,GOLDEN REAL ESTATE INC,Individual,JS,BO,Yes,25,39.714745,-105.157654,3,4,2157,4289,4289,297.64,149.69,80401,3,2132,,2,1979,7000,2.8,2.8,3539,13900,0.39,16959,56,56,100,0,675000
Res,S,DEFRAME,Way,JEFF,JFW,"Garage,Attached","Air Cond-Central,Agent Owner,Balcony,Cable Available,Ceiling Fan,Cable Installed,No Covenants,Covered Patio,Cook Top,Double Oven,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Five Piece Bath,Garden Area,Jet Action Tub,Kitchen Island,Mstr Bathroom,Master Suite,Newer Paint,Park Addl Off St,Pool Community,Patio,Remodeled,RV Parking,Smoke Alarm,Security Entry,Smoke Free,Skylights,Sprinkler,View City,Wet Bar",Full,Detach Singl Fam,,Two Story,Frame/Brick,Wood Shingles,Kyffin                   ,Bell                     ,Golden                   ,JER1,PD,"Conventional,Cash",,First American Title Insurance Company,2 DAYS AFTER CLOSING,"Two Refrigerators, washer/dryer",No,No,Excl Right,SIXTH AVE WEST 4TH FLG BLK: 051 LOT: 0007,West,South,"Forced Air, Gas",Public,Community,ANGELA M MUIRHEAD,PARAGON PROPERTY SERVICES,Individual,am,BO,Yes,25,39.71242,-105.154629,4,5,2907,4038,4038,200.17,144.11,80401,4,1131,4,1,1978,5000,2.5,2.5,3610,13800,0.39,17263,16,16,200,0,579900
Res,A,MAPLE,Pl,JEFF,JFW,"Garage,Attached,Off Street,Oversized","Air Cond-Central,Burglar Alarm,Balcony,Cable Available,Ceiling Fan,Cable Installed,Corner,Covered Patio,Cook Top,Dbl Pane Wndw,Deck,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Five Piece Bath,Garage Dr,Loft,Mstr Bathroom,Microwave Oven,Media Room,Master Suite,Newer Carpet,Newer Paint,Park Addl Off St,Patio,Smoke Alarm,Self-Clean Oven,Sprinkler,Sump Pump,Tile Floor,Wood Floors,Walk-In Closets",Partial,Detach Singl Fam,,Two Story,Brick,Composition,Kyffin                   ,Bell                     ,Golden                   ,JER1,PD,"Conventional,FHA,VA,Cash",,Colorado Escrow & Title,The day of delivery of deed,None,No,No,Excl Right,"Sixth Avenue West, Lot Fourth Filing, Lot 1 Block 53",West,South,"Forced Air, Gas",Public,Community,BOB DALY,Keller Williams Real Estate LLC,Individual,RD,BO,Yes,25,39.713889,-105.156087,4,5,3014,3945,3945,185.8,141.95,80401,2,931,4,2,1978,5000,2.8,2.8,3577,13891,0.39,17312,34,91,150,,560000
Res,S,FLORA,Way,JEFF,JFW,"Garage,Attached","Attic Fan,Corner,Covered Patio,Dbl Pane Wndw,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Five Piece Bath,Mstr Bathroom,Microwave Oven,Patio,Stove/Range/Ovn,Wet Bar,Wndw Cover,Wood Floors,Walk-In Closets",Full,Detach Singl Fam,,Two Story,Frame,Wood Shingles,Kyffin                   ,Bell                     ,Golden                   ,JER1,PD,"Conventional,Cash",PRICED TO SELL!,LAND TITLE,NEGOTIABLE,SELLER PERSONAL PROPERTY,Yes,No,Excl Right,SIXTH AVE WEST 4TH FLG BLK: 047 LOT: 0001,West,South,"Hot Water, Gas",Public,Public,WALT AND STEVE,TLC BROKERS,Individual,KA,BO,Yes,17,39.714085,-105.159238,4,4,2837,4187,4187,138.03,93.53,80401,2,,4,1,1977,12000,2.8,2.8,3701,14300,0.4,17542,0,0,115,0,391590
Res,A,LUPINE,Way,JEFF,JFW,Garage,"Air Cond-Central,Buyer's Warranty,Cable Available,Ceiling Fan,Cable Installed,Dryer,Disposal,Dishwasher,Formal Dining,Jack & Jill Bath,Kitchen Island,Microwave Oven,Master Suite,Newer Carpet,Newer Paint,Patio,Smoke Alarm,Satellite Ant,Smoke Free,Sprinkler,Stove/Range/Ovn,Storm Windows,Two Master Bdrm,Updated,View Mountains,Washer,Wood Floors,Walk-In Closets",Full,Detach Singl Fam,,Two Story,Stucco/Brick,Composition,Kyffin                   ,Bell                     ,Golden                   ,JER1,PD,"Conventional,Cash",,"Olde Towne Golden Realty, LLC",Delivery of Deed,Seller's Personal Property,No,No,Excl Right,SIXTH AVE WEST ESTATES  8TH FLG BLK: 002 LOT: 0006,West,South,"Forced Air, Gas",Public,Public,Jessica Noonan,OLDE TOWNE GOLDEN REALTY LLC,Individual,JN,BO,Yes,19,39.718371,-105.174523,4,5,3114,3114,4880,208.41,208.41,80401,3,1766,4,1,1993,10000,3,3,3975,15200,,18339,138,138,137,,649000
Res,U,CENTER,Ave,JEFF,JSC,"Garage,Attached,Detached,Oversized","Air Cond-Central,Disposal,Dishwasher,Eating Sp/Kit,Fence,Garage Dr,Great Room,Kitchen Island,Mstr Bathroom,Microwave Oven,Master Suite,Quick Poss,Refrigerator,Remodeled,Smoke Alarm,Sprinkler,Stove/Range/Ovn,Updated,Walk-In Closets",Partial,Detach Singl Fam,,Raised Ranch,Brick,,Glennon Heights          ,Creighton                ,Lakewood                 ,JER1,S-2-R,"Conventional,FHA,VA,Cash",,Chicago Title,,"freezer in garage, W/D, all furniture, patio set",No,No,Excl Agency,GLENNON HEIGHTS BLK: 010 LOT: 0008,West,North,"Forced Air, Gas",Public,Public,STACY A. NOLAN,INTEGRITY TRANSITIONS REAL EST,Individual,sn,BO,Yes,25,39.704626,-105.125758,2,4,2925,2900,2925,124.79,125.86,80226,3,,,2,1964,5000,2.8,2.8,2220,11320,0.44,19152,17,17,300,,365000
Res,S,CENTER,Ave,JEFF,JSC,"Garage,Attached,Detached","Ceiling Fan,Deck,Dryer,Disposal,Dishwasher,Formal Dining,Fence,Garage Dr,Gas Logs,Great Room,Kitchen Island,Landscaped Pro,Master Suite,Newer Paint,Refrigerator,Security Entry,Sprinkler,Stove/Range/Ovn,View City,View Mountains,Washer,Wndw Cover,Wood Floors,Walk-In Closets",,Detach Singl Fam,,Raised Ranch,Brick,,Glennon Heights          ,Creighton                ,Lakewood                 ,JER1,S-2-R,"Conventional,FHA,VA,Cash",,Chicago Title,per contract,personal property,No,No,Excl Right,GLENNON HEIGHTS BLK: 010 LOT: 0008,West,South,"Forced Air, Gas",,,DARLA GREENWALDT,DARLA GREENWALDT,Individual,dg,BO,Yes,19,39.704626,-105.125758,2,4,2925,2900,2925,119.66,120.69,80226,3,,3,2,1964,3500,2.8,2.8,2200,11300,0.44,19200,14,14,300,0,355000
Res,S,ROGERS,Way,JEFF,JFW,"Garage,Attached","Air Cond-Central,Attic Fan,Burglar Alarm,Balcony,Ceiling Fan,Dbl Pane Wndw,Deck,Double Oven,Dishwasher,Eating Sp/Kit,Formal Dining,Five Piece Bath,Garage Dr,Gas Logs,Hot Tub,Jet Action Tub,Jack & Jill Bath,Master Suite,Newer Carpet,Newer Paint,Pet Free,Patio,Remodeled,Smoke Free,Sprinkler,Stove/Range/Ovn,Tile Floor,Updated,View City,Vaulted Ceiling,View Mountains,Wood Floors,Walk-In Closets,W/W Carpet",Full,Detach Singl Fam,,Two Story,Frame/Brick,Composition,Kyffin                   ,Bell                     ,Golden                   ,JER1,RES1,"Conventional,Cash",,"Re/Max 100, Inc.",as negotiated,"refrigerator, washer, dryer, personal items",No,No,Excl Right,SIXTH AVE WEST ESTATES 11TH FLG (OR ADJ 2) BLK: 001 LOT: 0083,West,South,"Forced Air, Gas",Public,Public,Anne Cucchi,"RE/MAX 100, INC.",Individual,LP,BO,Yes,25,39.715253,-105.187318,6,6,3580,4748,5526,163.97,123.63,80401,3,1946,4,2,1994,10000,2.8,2.8,4528,16600,0.46,20168,8,8,67,3200,595000
Res,A,BAYAUD,Ct,JEFF,JFW,Garage,"Air Cond-Central,Cable Available,Ceiling Fan,Cable Installed,Dbl Pane Wndw,Deck,Disposal,Formal Dining,Fence,Garage Dr,Master Suite,Smoke Free",Full,Detach Singl Fam,,Two Story,Frame,Wood Shingles,Kyffin                   ,Bell                     ,Golden                   ,JER1,PD,"Conventional,Cash",,Land Title,,N/A,No,No,Excl Agency,SIXTH AVE WEST ESTATES  1ST FLG EX SUR BLK: 003 LOT: 0019,West,South,"Forced Air, Gas",,,TOM REESE,REESE REALTY,Individual,TR,BO,Yes,19,39.714968,-105.170826,5,5,3918,6218,6534,210.57,132.68,80401,3,2616,3,2,1987,20000,2.8,2.8,5225,22,,22215,288,288,1,,825000
Res,A,ARCHER,Dr,JEFF,JFW,"Garage,Attached,Oversized","Air Cond-Central,Attic Fan,Ceiling Fan,Corner,Cook Top,Central Vacuum,Dbl Pane Wndw,Deck,Double Oven,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Garage Dr,Gas Logs,Great Room,Hot Tub,Intercom,Microwave Oven,Master Suite,Newer Carpet,Pet Free,Quick Poss,Refrigerator,Smoke Free,Skylights,Sprinkler,Sun Room,Stove/Range/Ovn,Tile Floor,Vaulted Ceiling,Wet Bar,Wood Floors,W/W Carpet",Partial,Detach Singl Fam,,Two Story,Frame/Brick,Dimensional Comp,Kyffin                   ,Bell                     ,Golden                   ,JER1,PD,"Conventional,VA,Cash",,RE/MAX PROFESSIONALS,DOD,None,No,No,Excl Right,SIXTH AVE WEST ESTATES  1ST FLG EX SUR BLK: 004 LOT: 0021,West,South,"Forced Air, Gas",Public,Public,JIM THOMAS,RE/MAX PROFESSIONALS,Individual,KM,BO,Yes,25,39.714131,-105.169624,4,5,3889,5025,5025,177.29,137.21,80401,3,1136,4,3,1983,10000,3,3,4280,15200,0.51,22216,36,36,100,,689500
Res,S,MAPLE,Ave,JEFF,JFW,"Garage,Attached","Air Cond-Central,Burglar Alarm,Backs to Open Sp,Ceiling Fan,Deck,Dryer,Disposal,Eating Sp/Kit,Formal Dining,Garage Dr,Gas Logs,High Spd Access,Landscaped Pro,Mstr Bathroom,Microwave Oven,Pool Community,Refrigerator,Smoke Alarm,Sprinkler,Stove/Range/Ovn,Tennis Court,Tile Floor,Vaulted Ceiling,Washer,Wndw Cover,Wood Floors,Walk-In Closets",Full,Detach Singl Fam,,Ranch/1 Story,Brick,Wood Shingles,Kyffin                   ,Bell                     ,Golden                   ,JER1,RES,"Conventional,Cash",,RE/MAX Professionals,NEGOTIABLE,"WATER SOFTNER,FREEZER AND REFRIDGE IN GARAGE, HARDWARE ON SECURITY ALARM",No,No,Excl Right,SIXTH AVE WEST 4TH FLG BLK: 048 LOT: 0002,Out of Metro,Out of Metro,"Forced Air, Gas",Public,Public,LYNNE MATSUNAKA,RE/MAX PROFESSIONALS,Individual,AG,BO,Yes,8,39.713808,-105.157704,4,4,2648,4071,5296,223.94,145.66,80401,3,2648,,1,1978,10000,2.8,2.8,4057,0,0.62,27169,0,0,0,2457,620000
Res,S,DEVINNEY,St,JEFF,JFW,Garage,"Backs to Open Sp,Cable Available,Ceiling Fan,Cul-De-Sac,Deck,Dryer,Disposal,Dishwasher,Evap Cooler,Formal Dining,Five Piece Bath,Garage Dr,Gas Logs,Great Room,High Spd Access,Hot Tub,Jet Action Tub,Mstr Bathroom,Microwave Oven,Master Suite,Newer Carpet,Newer Paint,Park Addl Off St,Refrigerator,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Stove/Range/Ovn,Storm Windows,View City,Washer,Wet Bar,Wndw Cover",Partial,Detach Singl Fam,,Ranch/1 Story,,Wood Shingles,Kyffin                   ,Bell                     ,Golden                   ,JER1,R,"Conventional,Cash",,Colorado Professionals Title,TBD,"Gas Grill, Big Screen Projector, Garage Fridge",No,No,Excl Right,SIXTH AVE WEST 4TH FLG BLK: 055 LOT: 0008,West,South,"Hot Water, Gas",Public,Public,KAREN BROWN,RE/MAX PROFESSIONALS,Individual,JS,BO,Yes,25,39.716338,-105.156192,4,5,3760,5111,5341,194.15,142.83,80401,2,1581,,2,1978,10000,2.8,2.8,4710,14000,0.64,28025,61,61,73,3000,780000
Res,S,BAYAUD,Ave,JEFF,JFW,"Garage,Attached","Air Cond-Central,Backs to Open Sp,Deck,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Five Piece Bath,Gas Logs,Loft,Microwave Oven,Refrigerator,Skylights,Sprinkler,Stove/Range/Ovn,Tile Floor,Two Master Bdrm,Wood Floors,Walk-In Closets",Full,Detach Singl Fam,,Two Story,Frame/Brick,Wood Shingles,Kyffin                   ,Bell                     ,Golden                   ,JER1,PD,"Conventional,Cash",,Canyon title,negotiable,"washer, dryer",No,No,Excl Right,SIXTH AVE WEST ESTATES  1ST FLG EX SUR BLK: 004 LOT: 0023,West,South,"Forced Air, Gas",Public,Public,SUE BAYS,"MESA VIEW REAL ESTATE, INC",Individual,SB,BO,Yes,24,39.714355,-105.168806,5,4,3766,4766,4863,152.47,120.48,80401,3,1097,4,2,1985,10000,2.8,2.8,5567,15124,0.65,28314,109,109,200,0,589000
Res,S,CEDAR,Ave,JEFF,JFW,Garage,"Backs to Open Sp,Cable Available,Ceiling Fan,Cable Installed,Corner,Covered Patio,Cul-De-Sac,Dbl Pane Wndw,Deck,Disposal,Dishwasher,Evap Cooler,Formal Dining,Five Piece Bath,Garage Dr,Gas Grill,Mstr Bathroom,Master Suite,Newer Carpet,Newer Paint,Pet Free,Quick Poss,Refrigerator,Smoke Alarm,Smoke Free,Solar/Hot Wtr,Sun Room,View City,Vaulted Ceiling,View Mountains,Wndw Cover,Wood Floors,Walk-In Closets",Full,Detach Singl Fam,,Three Story,Frame,"Metal,Other",Kyffin                   ,Bell                     ,Golden                   ,JER1,PD,"Conventional,Cash",,First American,DOD,none,No,No,Excl Right,SIXTH AVE WEST 6TH FLG LOT: 0028,West,North,"Hot Water, Gas",,,MALOU VAN EIJK,EQUITY COLORADO,Individual,mv,BO,Yes,20,39.7122,-105.16418,4,5,2711,3439,4113,175.95,138.7,80401,3,1402,3,1,1981,8000,2.8,2.8,0,16000,0.43,18731,82,82,0,0,515000
Res,S,PIERSON,St,JEFF,JSC,Carport,"Air Cond-Central,Ceiling Fan,Cable Installed,Dbl Pane Wndw,Dryer,Dishwasher,Eating Sp/Kit,Fence,Garden Area,Great Room,Microwave Oven,Park Addl Off St,Pool Community,Pool,Patio,Quick Poss,Refrigerator,Smoke Free,Stove/Range/Ovn,Updated,Washer,Wndw Cover",None,Attach Singl Fam,,Two Story,Frame/Brick,Rolled Roofing,Kendrick Lakes           ,Dunstan                  ,Green Mountain           ,JER1,R-3,"Conventional,FHA,VA,Cash",,HERITAGE,UPON FUNDING AND CLOSING,PERSONAL PROPERTY,No,No,Excl Right,LOCHWOOD CHATEAU CONDO PH 4 BLK: 001 LOT: 0123,West,South,"Forced Air, Gas",,,RACHEL JOY SAINDON,NEW ERA REALTY INC,Individual,rs,BO,Yes,22,39.688982,-105.122248,2,2,1056,1056,1056,116.1,116.1,80232,2,,2,,1974,2000,2.8,2.8,714,12000,0.01,523,20,20,1500,0,125000
Res,S,LEWIS,St,JEFF,JSC,"Carport,Off Street","Cable Available,Ceiling Fan,Cable Installed,Covered Patio,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Fix-Up,Park Addl Off St,Patio,Quick Poss,Refrigerator,RV Parking,Smoke Alarm,Self-Clean Oven,Stove/Range/Ovn,Tile Floor,Vaulted Ceiling,Washer,Wood Floors",Full,Detach Singl Fam,,Ranch/1 Story,Brick,Composition,Glennon Heights          ,Creighton                ,Lakewood                 ,JER1,2-R,"Conventional,FHA,VA,Cash",,Chicago Title,Quick,None,No,No,Excl Right,VIRGINIA DALE BLK: 002 LOT: 0003,West,South,"Hot Water, Gas",Public,Public,CHANTEL CAMPBELL,INNOVATIVE REAL ESTATE,Individual,JM,BO,Yes,19,39.710149,-105.112889,2,4,1134,1800,2228,166.67,105,80226,1,1094,,0,1955,2000,2.8,2.5,1366,10000,0.1,4455,2,2,300,4500,190000
Res,S,WELCH,Cir,JEFF,JSC,"Garage,Attached","Attic Fan,Dbl Pane Wndw,Dryer,Disposal,Dishwasher,Evap Cooler,Fence,Garden Area,Garage Dr,Microwave Oven,Newer Paint,Patio,Refrigerator,Smoke Alarm,Skylights,Sprinkler,Stove/Range/Ovn,Tile Floor,Updated,Washer",Partial,Detach Singl Fam,,Ranch/1 Story,Frame/Brick,,Hutchinson               ,Dunstan                  ,Green Mountain           ,JER1,2-R,"Conventional,FHA,VA,Cash",,"Re/Max 100, Inc.",upon closing,none,No,No,Excl Right,Lot 26 Block 124 Green Mountain Village Flg #25,West,North,"Forced Air, Gas",Public,Public,Jim Weichselbaum,"RE/MAX 100, INC.",Individual,LP,BO,Yes,12,39.685766,-105.146264,2,3,1086,1811,1892,230.2,138.05,80228,2,806,,,1972,5000,2.8,2.8,1464,13100,0.16,7294,11,11,1826,2500,250000
Res,S,MEXICO,Dr,JEFF,JSC,"Garage,Attached","Cable Available,Ceiling Fan,Covered Patio,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Fireplace Insert,Garden Area,Garage Dr,Mstr Bathroom,Microwave Oven,Refrigerator,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Stove/Range/Ovn,Triple Pane Wndw,Updated,Washer,Wndw Cover",Partial,Detach Singl Fam,,Tri-Lvl w/Bsmt,Frame/Brick,Composition,Kendrick Lakes           ,Dunstan                  ,Green Mountain           ,JER1,R-1B,"Conventional,FHA,VA,Cash",,Fidelity National Title Co.,72 hours after closing & dod,none,Yes,No,Excl Right,LOCHWOOD FLG # 4 AMD BLK: 003 LOT: 0009,West,South,"Forced Air, Gas",Public,Public,CHRIS CRUMRINE,Brokers Guild Cherry Creek LTD,Individual,cc,BO,Yes,25,39.685507,-105.122956,3,3,1672,1672,2279,185.41,185.41,80232,2,607,3,1,1973,5000,2.8,2.8,1903,11123,0.16,7297,6,6,1700,0,324900
Res,A,VIRGINIA,Ave,JEFF,JSC,"Garage,Detached","Cable Available,Cable Installed,Corner,No Covenants,Covered Patio,Disposal,Dishwasher,Evap Cooler,Eating Sp/Kit,Freezer,Garage Dr,High Spd Access,Newer Paint,Park Addl Off St,Quick Poss,Refrigerator,Stove/Range/Ovn,Sump Pump,Utility Shed,Wndw Cover,Wood Floors,W/W Carpet",Full,Detach Singl Fam,,Ranch/1 Story,Brick,Composition,Green Mountain           ,Dunstan                  ,Green Mountain           ,JER1,2-R,"Conventional,FHA,VA,Cash",,"Re/Max 100, Inc",48 hours after TOD unless fully vacant,none  (TV in livingroom stays & Freezer in basement stays),Yes,No,Excl Right,GREEN MOUNTAIN VILLAGE FLG # 1 BLK: RES LOT: 000C,West,South,"Forced Air, Gas",Public,Public,TAMMY DEITZ,RE/MAX 100 INC.,Individual,CS,BO,Yes,15,39.70721,-105.129768,2,4,1004,2008,2008,246.91,123.46,80228,2,1004,,1,1967,3500,2.8,2.8,1338,11700,0.17,7348,102,102,500,,247900
